mainshock_name,mainshock_time,mainshock_magnitude,aftershock_time,aftershock_magnitude,aftershock_place,aftershock_latitude,aftershock_longitude
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-08 20:34:40.498,4.2,"99 km E of Aras-asan, Philippines",9.0159,127.2037
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-08 22:03:55.833,4.1,"43 km ENE of Aras-asan, Philippines",9.0745,126.6641
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-09 00:04:43.521,4.2,"76 km ESE of Marihatag, Philippines",8.6504,126.9781
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-09 02:38:44.603,4.5,"93 km ESE of Aras-asan, Philippines",8.7063,127.1388
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-09 05:56:48.697,4.5,"46 km ENE of Aras-asan, Philippines",9.051,126.6986
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-09 06:27:45.009,4.2,"64 km ESE of Marihatag, Philippines",8.6364,126.8616
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-09 08:12:14.609,4.7,"43 km ENE of La Paz, Philippines",9.1608,126.6142
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-09 08:45:55.756,4.4,"62 km ENE of La Paz, Philippines",9.2185,126.7816
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-09 17:28:29.779,4.2,"59 km E of Aras-asan, Philippines",8.849,126.8549
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-10 01:14:21.443,4.3,"36 km ENE of Bacolod, Philippines",9.074,126.5863
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-10 08:32:06.879,4.3,"80 km ESE of Marihatag, Philippines",8.6547,127.0148
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-10 12:44:58.096,4.4,"49 km E of Aras-asan, Philippines",8.8225,126.7525
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-10 22:52:56.501,5.1,"106 km E of Aras-asan, Philippines",8.7373,127.2677
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-11 00:45:01.415,4.6,"68 km E of Aras-asan, Philippines",8.8229,126.9288
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-11 01:15:38.374,4.2,"109 km E of Aras-asan, Philippines",8.9146,127.3104
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-11 01:55:10.236,4.7,"106 km E of Aras-asan, Philippines",8.7595,127.2681
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-11 10:55:39.135,4.7,"53 km ENE of Hinatuan, Philippines",8.5394,126.7894
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-11 13:52:31.268,4.8,"79 km ENE of Aras-asan, Philippines",9.1178,126.9961
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-11 21:48:03.871,4.6,"56 km ENE of Hinatuan, Philippines",8.5433,126.8214
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-11 22:01:24.720,4.5,"67 km ENE of Hinatuan, Philippines",8.5607,126.918
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-11 22:13:39.471,4.4,"52 km ENE of Hinatuan, Philippines",8.5702,126.7702
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-12 03:06:39.608,5.0,"54 km E of Aras-asan, Philippines",8.8298,126.803
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-12 03:11:15.185,4.9,"53 km ESE of Marihatag, Philippines",8.7099,126.769
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-13 05:41:37.019,4.2,"61 km ENE of Hinatuan, Philippines",8.5888,126.8476
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-13 14:17:12.376,4.5,"77 km ENE of Hinatuan, Philippines",8.5659,127.0131
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-14 05:33:22.291,4.6,"94 km ENE of Hinatuan, Philippines",8.6398,127.1535
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-14 13:27:19.228,4.8,"35 km ENE of Aras-asan, Philippines",8.9749,126.623
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-14 16:42:52.757,4.1,"65 km ENE of Hinatuan, Philippines",8.5399,126.9063
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-15 04:30:32.259,4.7,"108 km E of Aras-asan, Philippines",8.865,127.3012
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-15 04:42:46.554,4.6,"103 km E of Aras-asan, Philippines",8.8131,127.2448
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-15 16:05:28.112,4.9,"110 km E of Aras-asan, Philippines",8.799,127.315
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-15 22:28:31.343,4.4,"107 km E of Aras-asan, Philippines",8.9007,127.2847
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-16 06:56:39.084,4.3,"59 km ENE of Hinatuan, Philippines",8.5473,126.841
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-16 09:38:33.711,4.3,"34 km E of Aras-asan, Philippines",8.8299,126.6189
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-16 11:43:33.215,4.8,"94 km E of Aras-asan, Philippines",8.9645,127.1634
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-17 20:32:04.823,4.2,"70 km ENE of Aras-asan, Philippines",9.0473,126.9297
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-17 20:33:09.689,4.6,"61 km E of Aras-asan, Philippines",8.8902,126.8702
